word,count
bestower,1
bestows,1
bestride,1
betimes,2
betook,4
betray,1
betrothed,1
betroths,1
betwixt,5
bezoar,1
biathanatos,1
bid,6
bids,3
bidst,4
big,1
bildad,1
bind,3
binds,1
bird,1
birds,1
birth,12
birthright,1
births,1
bishop,9
bishops,1
bite,1
bitter,4
bitterness,2
blasphemies,1
blasphemous,1
blasphemy,1
blast,1
blazing,3
bled,2
blemishes,1
bless,10
blessed,55
blessing,8
blessings,6
blew,1
blind,1
blood,31
bloody,2
blow,5
blown,2
blows,5
blushes,1
board,2
boat,2
boats,1
boded,1
bodies,19
bodily,26
body,161
bodys,1
bohemia,1
bold,3
boldness,3
bond,2
bone,3
bones,12
bonesdoubted,1
bonitate,1
bono,1
bonum,1
book,31
books,10
borders,1
born,10
borrowing,1
bosom,4
bottomless,2
bound,9
boundless,1
bounty,5
bow,1
bowed,1
bowels,2
boxes,1
brain,6
brains,1
brambles,1
brass,1
brave,1
brazen,1
breach,1
bread,27
break,9
breaking,1
breaks,2
breast,2
breath,13
breathe,8
breathed,6
breathes,2
breathing,1
bred,1
breed,2
breeding,1
brethren,3
bribe,1
bribes,1
bright,1
bring,22
bringing,1
brings,3
brittle,2
broke,1
broken,1
brooke,2
brookthat,1
brother,10
brotherinlaw,1
brought,24
broughtest,2
brow,2
brown,1
brows,2
bruise,3
bruising,1
brutus,1
buffeted,1
build,1
building,8
buildings,1
built,8
bullet,1
bullion,1
bulrushes,1
burden,5
burial,8
buried,12
buriedin,2
buries,3
burn,6
burning,4
burnt,2
burthen,4
bury,1
burying,1
bush,2
busiest,1
business,5
businesses,3
busy,4
buttresses,5
buxdor,1
buy,1
bystanders,1
cables,1
caiaphas,1
cain,1
cains,2
calamities,4
calamitous,2
calamity,1
calcine,1
cales,1
calicem,2
called,23
calledst,1
callest,6
calling,8
callingthe,1
calls,17
calumniating,1
calumnies,1
calumny,1
cambridge,5
camest,3
campan,1
canada,1
cand,1
candid,1
candle,1
candlemas,1
candour,1
canker,1
cannon,3
canon,2
canopy,1
canst,11
capable,1
capacities,1
capacity,1
captive,2
cardinal,1
cardinals,1
care,19
careful,2
carelessly,1
carelessness,2
carey,1
carlisle,1
carpets,1
carried,15
carriedst,1
carries,5
carriest,1
carrion,1
carry,14
carrying,2
carve,1
carved,1
carver,1
carvers,1
case,22
cases,7
cast,11
castaway,1
castest,1
casteth,1
casting,1
castles,1
casts,2
casual,2
cat,1
catalogue,1
catechise,1
catechised,1
catechises,1
catechising,1
catechism,2
caterpillars,1
catholic,2
cattle,1
caused,6
causedst,1
cauterizing,1
ceased,1
ceases,1
ceasing,1
cedant,1
celebrate,2
celebrated,4
celebrating,4
celeri,1
censure,2
censured,1
censures,1
centre,11
centurion,2
centurions,1
ceremonial,1
ceremony,1
certainty,2
certitude,1
chafing,1
chain,1
chained,1
chains,1
challenge,2
challenged,1
chamber,6
chamberfellow,1
chamberlain,1
chancellor,6
change,12
changeable,1
changed,9
changest,1
changing,2
channel,2
chap,1
chapel,3
chapels,1
chaplain,3
chapter,2
charcoal,1
charge,5
chargeable,2
charged,1
charges,1
chargest,2
chariot,1
chariots,1
charitable,3
charitably,1
charity,9
charles,2
charmed,1
charming,1
chastisement,1
cheered,1
cheerful,8
cheerfulness,2
cheering,1
cheers,1
cherisher,1
chichesterlately,1
chichesterthat,1
chide,3
chidest,1
chief,2
chiefly,1
child,14
childish,1
children,20
childrens,1
childso,1
chimneys,1
choice,5
choir,2
choiristers,1
choler,3
choleric,1
choose,4
chosen,4
christ,68
christand,1
christian,7
christianity,3
christianly,1
christians,4
christmas,1
christopher,1
christs,5
christum,2
chron,5
church,59
churches,3
churchmusic,1
churchyard,1
cincto,1
cinere,1
circle,7
circles,5
circular,1
circumcision,2
circumstance,4
circumstances,3
citation,1
cite,2
cities,4
city,5
civil,8
civility,1
civitate,1
clamant,1
clamat,1
clapper,1
clavique,1
clay,3
clean,5
cleanse,2
cleansed,2
clear,7
cleared,1
clearer,1
clearness,2
cleave,2
clements,1
clergy,1
clerks,1
client,1
climacterical,2
climacterics,1
climate,3
cloak,1
clock,2
clocks,1
clod,1
clog,1
clogged,1
clogs,1
close,5
closed,2
closing,2
clothe,1
clothed,1
clothes,5
cloud,12
clouded,1
clouds,6
cloudy,1
coagulated,1
coal,5
coals,5
coarse,1
coat,1
cobweb,1
cock,2
cocta,1
codicil,1
coffin,1
cogita,1
cohabitation,1
coheir,1
coin,1
coined,1
col,1
cold,5
coldness,1
coldnesses,1
collected,1
collects,1
college,2
collegeand,1
colleges,1
colluctations,1
collusion,1
colossians,1
columba,1
coma,1
comb,1
combat,1
comeliness,2
comers,1
comest,1
comet,1
comets,1
comfort,24
comfortable,1
comfortably,1
comforted,2
comforts,2
coming,16
command,7
commanded,4
commanding,2
commandment,3
commandments,4
commemoration,1
commend,3
commendation,2
commending,1
comment,4
commination,2
commiserate,2
commission,2
commissioner,1
commissions,1
commit,2
committed,7
commixture,1
common,12
commonwealths,1
commotion,2
commotions,1
commune,1
communicate,1
communicated,1
communication,1
communion,8
community,1
companion,1
companions,3
company,9
comparative,2
compared,2
comparison,2
compass,7
compassed,1
compassing,1
compassion,5
compassionate,1
competent,1
compiled,1
complainest,1
complaint,1
complaints,1
complexion,1
complicate,1
complicated,2
compliment,2
compliments,1
compose,2
composed,3
composing,2
composition,4
composures,1
comprehend,4
comprise,1
compunction,4
compupil,1
concatenation,1
conceal,3
conceive,7
conceived,5
concentric,1
conception,3
conceptus,1
concern,4
concerned,5
concerns,5
concert,1
conclude,5
concluded,4
concludes,1
conclusion,2
conclusions,3
concoction,5
concupiscence,1
concur,2
concurred,2
condemn,3
condemnation,3
condemnations,1
condemned,8
condensed,1
condition,17
conditioned,2
conditioning,1
conditions,4
condole,2
conduce,4
conduced,1
conducing,1
conduct,1
confections,1
confer,2
confess,3
confessed,1
confesses,2
confesseth,1
confession,18
confessions,3
confessors,1
confide,1
confidence,6
confident,2
confides,1
confining,1
confirmation,2
confirmed,2
conflicts,1
conform,2
conformable,2
conformed,2
conformity,6
conforms,1
confounded,1
congregation,8
congregations,1
connected,1
conquer,1
conqueror,1
conscience,20
consciences,2
conscionably,1
consciously,1
conscius,1
consecrated,1
consecration,1
consent,1
consequence,1
consequences,1
considerable,1
consideration,22
considerations,6
considered,12
considerest,1
consist,3
consists,4
consolation,7
consolations,1
conspicuous,2
conspiracies,2
conspire,1
constancy,4
constant,15
constantinople,1
constantly,2
constellations,1
constitute,1
constitutes,2
constitution,2
constitutions,1
constitutive,1
constrains,1
construction,1
consuls,1
consult,7
consultation,15
consultations,5
consulting,1
consume,1
consumes,1
consuming,3
consummates,1
consummation,7
consumption,3
consumptions,1
contempered,1
contemplateespecially,1
contemplation,12
contempt,2
contemptible,1
content,10
contention,2
contentment,2
contents,2
contexture,1
contigerit,1
contignation,3
contignations,2
continent,1
contingat,1
continual,10
continually,10
continuance,1
continuation,1
continue,7
continued,9
continuedst,1
continues,2
continuest,1
continuing,2
contract,4
contracted,5
contrary,3
contribute,2
contributed,1
contributing,2
contribution,3
contributions,1
contrite,1
contrition,2
controller,1
controversy,1
controverted,1
contumelies,1
convalescence,2
convenient,4
conveniently,1
conventicles,2
conversation,2
converse,1
conversed,2
conversion,2
converted,1
convey,4
conveyance,1
conveyed,3
convocation,1
convoy,1
cool,1
coolness,1
cools,1
copies,1
copy,3
copydid,1
cor,7
corde,1
cordial,12
cordials,12
cords,2
corn,1
corner,4
corners,1
correct,3
corrected,6
correcting,1
correction,13
corrections,9
correspond,1
corrupt,1
corrupted,1
corruption,20
cosmographers,1
costly,1
cottage,1
couch,1
couldst,2
council,3
counsel,20
counsellor,4
counsels,10
countenance,1
countenances,1
counterfeit,3
countermined,1
countries,2
country,3
county,1
courage,1
court,4
courtesies,1
courtesy,2
courti,1
courtship,1
covenant,3
covenants,1
cover,4
covered,2
covering,1
covers,5
covertly,1
coveted,1
covetous,1
covetousness,1
cpisse,1
created,4
creation,5
creator,1
creature,9
creatures,19
credible,1
credit,2
creed,1
creeping,2
creeps,1
crept,1
crest,1
cribration,1
cried,3
crier,1
cries,3
crisis,6
critical,18
criticis,1
cross,17
crosses,3
crowing,1
crown,3
crowned,2
crowning,1
croydon,1
crucified,9
crucify,2
crucifying,3
cruelty,2
crushing,1
crux,1
crying,1
csar,1
cube,1
cujus,1
cunning,2
cup,11
cups,1
cura,1
cure,12
curiosity,4
curious,3
curiously,1
current,2
curriculo,1
curse,5
cursed,1
curtains,2
custody,1
custom,1
customary,2
customs,2
cut,6
cutteth,1
cvii,1
cxi,1
cxv,1
cxvi,2
cxviii,1
cxxi,1
cxxvii,1
cxxxii,1
cxxxix,1
cymbal,1
da,1
dabis,1
daily,11
damascus,1
damnation,2
damned,1
damp,4
damped,1
dan,1
danger,27
dangerous,15
dangers,3
daniel,2
dared,1
dares,2
dark,5
darkened,1
darkening,1
darkest,1
darkness,7
daughter,4
daughters,1
david,28
davids,8
day,127
days,72
deacon,2
dead,63
deadly,7
deal,1
dealeth,1
dealt,1
dean,6
deane,1
deanery,4
deaneryhe,1
dear,13
dearbought,1
dearest,3
death,278
deathbed,2
deathlike,1
deaths,13
deaththe,1
deathto,1
deathturf,1
deathwhether,1
debatements,1
debates,1
debating,1
debt,1
debtor,1
debts,1
decanatu,1
decay,5
decayed,3
decays,1
deceased,1
deceasedbishop,1
deceasedmen,1
deceitful,1
deceived,1
december,2
declaration,4
declarations,1
declare,8
declared,7
declares,7
declarest,3
declaring,2
declination,3
decline,5
declining,1
decree,15
decreed,3
decrees,3
decrepit,1
decretory,1
decubitus,1
dedit,1
deduced,1
deed,1
deep,7
deeper,4
deepest,2
deface,2
defaced,1
defame,1
defeated,1
defect,2
defective,1
defects,1
defence,1
defences,1
defend,2
defender,1
defensatives,1
defensive,1
deformities,1
defray,1
defuisse,1
degree,14
degrees,3
dei,1
deity,2
dejected,5
dejection,5
dejections,1
delay,1
delays,1
deliberate,3
deliberation,1
delight,6
delights,2
delilah,1
delinquents,1
deliver,14
deliverance,11
delivered,14
deliverer,1
delivering,1
delivers,1
delivery,1
deluge,4
demerits,1
demolish,1
demolishes,1
demonstrable,1
demonstrate,1
demonstration,2
denied,10
denies,1
denominated,1
denominates,1
denomination,3
denotes,1
deny,2
deo,1
depart,5
departed,7
departing,6
departs,1
departure,2
depend,1
dependance,1
dependency,1
depends,1
deploration,1
deplore,1
depopulated,1
depose,1
deposed,1
deposited,1
deprecation,1
depression,1
deprived,1
depth,3
dereliction,3
deride,1
derive,3
derived,2
derogatory,1
descend,4
descended,8
descending,2
describes,1
desert,2
deserve,2
deserved,2
deserves,1
deserving,1
designed,2
desire,21
desired,6
desireless,1
desires,4
desiring,1
desolate,1
despair,1
despatch,2
desperate,7
desperately,2
desperation,2
despising,1
destined,1
destitute,1
destroy,9
destroyed,5
destroying,1
destroys,3
destruction,8
detain,3
determination,3
determinations,1
determine,9
determined,8
determines,2
deters,1
detestation,4
detracting,1
detractor,1
deus,4
deut,6
devenerint,1
deviations,1
devil,8
devils,1
devolve,1
devotedest,1
devotion,8
devotions,14
devour,5
devouring,1
devout,5
dew,3
dialect,1
dicebant,1
diceretur,1
dictates,2
dictator,1
dictum,1
dicunt,1
didst,31
die,102
diebus,1
died,21
dieif,1
dies,10
diesque,1
diet,5
dieth,2
difference,2
differences,1
difficult,1
diffidence,5
diffident,1
dig,1
digested,4
dignatus,1
dignifies,1
dignify,1
dignitati,1
dignity,9
digression,2
digs,1
dilapidation,1
dilatory,3
dilectio,1
diligence,8
diligent,1
diligently,2
diminish,1
diminished,1
diminishes,2
diminution,2
diminutive,1
dimness,2
dined,2
dinner,2
diocess,1
dionysius,1
direct,4
directed,5
directest,1
directions,1
directs,1
disability,1
disables,1
disagree,1
disappointment,1
discarded,1
discern,6
discerned,1
discernible,1
discharge,5
discharged,4
discharging,1
disciple,2
disciples,8
discipline,1
disciplines,1
discomfort,6
discomfortable,1
discomforted,1
discomforts,1
discompose,1
discomposed,2
discomposition,1
disconsolate,1
disconsolateness,1
discontent,1
discontinue,1
discord,1
discords,1
discouragement,1
discourse,5
discourses,3
discoursing,1
discover,3
discovered,1
discoveries,1
discovering,1
discovery,1
discreet,1
discreetly,1
disease,51
diseaseful,1
diseases,26
disguise,1
disguisedly,1
disguises,2
dish,2
dishonour,1
dishonourable,2
disinherited,1
dislike,1
disloyal,1
dismiss,1
dismissed,2
dismissest,1
dismission,3
disobedience,2
disobediences,1
disobedient,3
disorder,11
disordered,1
disorders,1
dispassionated,1
dispatch,2
dispensation,1
dispensed,1
disperse,1
dispersion,5
displease,1
displeased,2
displeasure,4
dispose,2
disposed,6
disposedst,1
disposes,2
disposition,2
dispositively,1
disputable,1
disputation,1
disputations,4
dispute,1
disputes,2
disquiet,1
disquisition,1
disquisitions,1
disrobed,1
dissected,1
dissecting,1
dissolution,22
dissolve,2
dissolved,1
dissolving,1
dissuade,1
distance,1
distasted,1
distemper,1
distempered,1
distempers,7
distil,1
distinction,2
distractions,1
distress,2
distresses,2
distribute,1
distributed,1
distributes,1
distribution,1
distrust,1
ditties,1
divers,5
diversely,1
diversions,1
dives,1
divest,2
divide,3
divine,7
divinely,1
divines,2
divining,1
divinity,5
divisions,1
divorce,1
docile,1
doctor,6
doctors,1
doeth,2
dog,2
dogmatical,1
dogstar,1
domine,2
domini,12
domino,4
dominus,2
domo,2
domui,1
domus,1
donative,1
doncaster,1
donne,55
donnes,17
door,9
doors,4
dorset,2
dort,1
dost,41
doth,39
double,1
doubles,1
doubt,8
doubted,1
doubtful,1
doubtless,4
dough,1
dove,10
doves,1
dr,42
dragon,1
drain,1
draw,8
drawing,5
drawn,5
draws,2
dreaded,1
dreadful,1
dream,1
dreams,2
dressing,1
drew,3
drewry,3
dries,1
drink,7
drinking,1
drinks,1
drive,3
drop,1
drops,1
dropsy,3
dross,1
drought,1
drown,1
drowned,3
drowning,1
drowns,1
drowsy,1
drugger,1
drums,2
drunk,3
drury,1
dry,3
dryness,1
duco,1
duel,5
dull,2
dulling,1
dung,3
dunghill,3
dunstan,1
duppa,1
durable,3
durablest,1
durst,3
dust,26
duties,2
dutiful,1
duty,2
dwarf,2
dwell,9
dwellest,1
dwelleth,1
dwelling,1
dwellinghouse,1
dwells,1
dwelt,2
dying,16
ea,1
ear,2
earl,6
earliest,1
earls,1
early,4
earned,1
earnest,9
earnestly,4
earnestness,1
earnests,1
ears,6
earth,71
earthly,2
earthnow,1
earthquake,1
earthquakes,1
ease,11
eased,2
eases,1
easily,12
east,2
eastern,1
easy,3
eat,8
eaten,1
eating,1
eats,2
ebony,1
eccentric,1
eccles,7
ecclesi,1
ecclesiastical,1
ecclus,19
echo,2
eclipses,1
ecstacyblessed,1
ecstasies,1
ecstasy,1
edification,3
edify,1
edition,1
educated,1
education,2
edward,1
effects,7
effectsand,1
effectual,2
effectually,1
effigiate,1
egenis,1
egit,2
ego,1
egypt,2
egyptian,1
egyptians,3
eighteen,1
eighteenth,1
ejaculations,1
ejus,2
elargiri,1
elders,2
eldest,7
elect,1
elected,1
election,3
elegant,1
element,1
elements,7
elephant,1
eleventh,1
elias,4
elijah,2
elijahs,1
elizabeth,1
ellesmere,3
elocutions,1
eloquence,2
eloquent,1
emanation,1
embalmed,5
embalming,2
embassy,1
embers,8
emblem,1
emblematical,1
embrace,3
embraced,2
embracing,2
emenso,1
emergencies,1
emergent,4
eminence,1
eminent,4
eminentest,1
emisit,1
emission,1
emperor,2
empire,2
employ,2
employed,4
employest,2
employing,1
employment,12
employments,2
employs,1
empress,1
enable,3
enabled,7
endanger,3
endangered,2
endearments,1
endeavor,1
endeavour,3
endeavoured,2
endeavouring,1
endeavours,1
ended,1
endowment,1
endowments,1
ends,4
endued,1
endure,6
endured,3
enemies,9
enemy,10
enemys,3
enfeebled,1
engaged,3
england,7
english,1
engraven,1
enjoy,6
enjoying,1
enjoys,1
enlarge,2
enlarged,3
enlargedst,1
enlargement,3
enlargest,1
enlightened,1
enormous,1
entangle,1
entangled,1
enter,10
entered,11
entering,6
enters,1
entertain,1
entertained,1
entertainment,1
entice,1
enticing,1
entire,6
entitle,2
entrance,6
entrances,1
entreated,1
enumeration,1
envy,3
enwrapped,1
eorum,1
eos,1
eph,6
ephraim,2
epicycles,1
epitaph,3
equal,15
equalled,1
equally,8
equallyproportioned,1
equinoctial,1
equipage,1
eraso,2
erect,1
error,6
errors,5
es,1
esaias,1
escape,1
escaped,1
especial,1
esse,1
essence,2
essential,3
essex,4
est,4
establish,3
established,5
establishing,2
estate,11
estates,1
esteemed,1
estimate,1
estimation,2
eternal,25
eternity,9
etiam,1
eum,3
europe,1
evacuation,2
evangelist,1
evaporate,1
eve,5
evening,7
evenings,2
evenisse,1
everlasting,12
eves,1
evidence,7
evidences,1
evident,4
evidently,1
evil,20
evils,1
exact,1
exalt,1
exaltation,9
exalted,1
exalting,2
exalts,2
examination,5
examine,1
examined,1
examiners,1
examples,7
exasperation,1
exceed,2
exceeded,3
excellent,8
exception,1
excesses,1
excessu,1
excessum,1
exclamations,1
exclude,1
excludes,1
excommunication,2
excusable,1
excuse,3
execrations,1
execute,3
executed,4
executing,1
execution,11
executioner,1
executioners,3
executions,1
executor,2
executors,1
exemplar,1
exemplary,2
exemplify,1
exempt,1
exemption,2
exercise,12
exercised,2
exercises,3
exeter,1
exhalation,2
exhalations,1
exhibit,1
exhibited,3
exinanition,1
exitus,16
exod,9
exodus,4
expanded,1
expect,3
expectation,4
expectations,1
expected,3
expecting,1
experience,3
experimental,1
expert,1
expiation,1
expiration,1
expire,1
expires,1
expiring,1
expose,2
exposed,1
expositions,1
expositors,1
expostulate,2
expostulated,1
expostulation,25
expostulations,3
expounding,1
express,7
expressed,16
expresses,1
expressing,2
expression,3
expressions,2
extant,1
extend,3
extended,5
extends,1
extension,2
extensions,1
extent,1
external,2
extinguished,1
extol,1
extort,1
extraordinary,1
extreme,1
extremities,1
exutus,1
eye,12
eyelids,1
eyes,25
eyewitness,1
ezek,6
ezekiel,2
fac,1
face,17
facetious,1
facetiously,1
faciendi,1
facturum,1
faculties,8
faculty,4
fagots,1
fail,2
fain,3
faint,11
fainted,1
fainting,1
faintly,3
faintness,3
faintnesses,1
fair,3
fairer,1
faith,12
faithful,10
faithfully,2
falce,1
fall,30
fallen,8
falleth,1
falling,3
falls,6
false,8
falsify,1
familiar,4
familiarity,1
familiarly,1
families,2
family,12
famine,2
famous,3
fancy,2
fancying,1
farewell,2
farm,7
farmer,1
fashioned,1
fashions,1
fassus,1
fast,5
faster,3
fasting,3
fat,2
father,24
fatherinlaw,3
fathers,12
fathom,1
fatness,1
fatuous,1
fault,3
faults,3
favour,5
favours,2
fear,124
feared,6
fearful,15
fearfully,3
fearfulness,1
fearing,1
fears,3
fearthe,1
feast,2
feasts,1
feather,1
feathers,4
fecit,1
fed,1
feed,5
feeding,1
feeds,1
feel,8
feelingly,1
feels,1
fees,2
feet,11
fell,11
fellow,1
fellowmember,1
fellowprisoner,1
fells,1
felt,6
festival,2
fetch,3
fetters,4
fever,19
fevers,4
fiant,1
fideliter,1
field,4
fiery,3
fiftieth,1
fiftyfourth,1
fiftyninth,1
fight,1
fights,1
figurative,4
figure,9
figured,1
figures,6
filiation,3
filiis,1
filius,1
filled,6
fillest,2
filling,1
fillip,1
film,1
final,2
finding,3
finds,1
fine,3
finem,1
finger,2
finished,1
finishing,1
finiturum,1
fires,5
firmament,5
firmed,1
firmer,1
fish,4
fist,1
fit,13
fitly,3
fits,1
fitted,2
fitter,2
fittest,1
fitting,2
fivethe,1
fixa,1
fixed,3
flagellation,1
flame,1
flashes,1
flat,3
flatter,2
flattering,1
flea,2
fled,1
flesh,25
flies,1
flint,2
flood,1
floods,1
floor,1
flour,1
flow,3
flowed,2
flowers,3
fluid,1
flux,1
fly,2
flying,1
foil,1
follow,6
followeth,1
followethseveral,1
fomes,1
food,1
fool,1
foolishly,1
foot,7
footnote,2
footnotes,23
forbear,6
forbearance,1
forbearing,1
forbid,2
forbidden,4
forbore,1
force,3
forced,4
forces,2
forcible,1
foreign,7
foreknowledge,1
foreman,1
foresaw,1
foresawest,1
foresight,1
foretold,1
forgavest,1
forget,3
forgettest,1
forgive,4
forgiven,1
forgiveness,1
forgivest,1
forgot,1
form,17
formed,1
fornications,1
forsake,6
forsaken,4
forsaking,2
forsook,1
fortis,1
fortitude,1
fortune,7
forwardness,1
foul,1
foulness,1
foulnesses,1
foundation,5
foundations,3
foundest,1
fountain,3
fourteen,2
fourteenth,1
fourth,2
fowl,1
fox,5
foxa,1
frame,2
framed,1
france,2
francis,5
frantic,1
free,8
freedom,2
freeholder,1
freely,3
french,3
frequent,4
frequently,1
freshness,1
friday,2
friend,38
friendly,1
friends,37
friendsconceived,1
friendship,8
friendswho,1
frivolous,2
froward,1
frowardness,1
fruit,3
fruitfulness,1
fruition,1
fruits,8
frustrate,1
fuel,11
fugitive,1
fulgentio,1
fully,3
fulness,3
fume,1
fumes,1
function,5
funeral,11
funerals,8
funere,1
funus,1
furnace,2
furnish,1
furnished,1
furtherance,1
furthest,1
fury,1
future,6
gad,2
gaieties,1
gain,5
gaius,1
gal,1
galatians,1
galen,4
galilean,1
galilee,1
galleries,1
gallicinium,1
gangrened,1
garden,3
garment,9
garter,1
gasp,2
gatakers,1
gate,5
gates,4
gather,3
gathered,2
gathering,1
gavest,9
gaza,1
gemmis,1
gen,17
general,4
generally,1
